[DEBUG] IP deste peer: 127.0.0.1, porta: 5001
[DEBUG] Lista bruta de vizinhos: 127.0.0.1:5000
[DEBUG] Lista final de vizinhos: [('127.0.0.1', 5000)]
[DEBUG] Modo seed: False
[Servidor] Ouvindo em 127.0.0.1:5001
[Cliente] Conectado a 127.0.0.1:5000
[Cliente] Bloco 15236 recebido de 127.0.0.1:5000 (6557/20480)
[Cliente] Bloco 5014 recebido de 127.0.0.1:5000 (6558/20480)
[Cliente] Bloco 17011 recebido de 127.0.0.1:5000 (6559/20480)
[Cliente] Bloco 12522 recebido de 127.0.0.1:5000 (6560/20480)
[Cliente] Bloco 18010 recebido de 127.0.0.1:5000 (6561/20480)
[Cliente] Bloco 15169 recebido de 127.0.0.1:5000 (6562/20480)
[Cliente] Bloco 19831 recebido de 127.0.0.1:5000 (6563/20480)
[Cliente] Bloco 5853 recebido de 127.0.0.1:5000 (6564/20480)
[Cliente] Bloco 13947 recebido de 127.0.0.1:5000 (6565/20480)
[Cliente] Bloco 15620 recebido de 127.0.0.1:5000 (6566/20480)
[Cliente] Bloco 13189 recebido de 127.0.0.1:5000 (6567/20480)
[Cliente] Bloco 13436 recebido de 127.0.0.1:5000 (6568/20480)
[Cliente] Bloco 6610 recebido de 127.0.0.1:5000 (6569/20480)
[Cliente] Bloco 19817 recebido de 127.0.0.1:5000 (6570/20480)
[Cliente] Bloco 14807 recebido de 127.0.0.1:5000 (6571/20480)
[Cliente] Bloco 3272 recebido de 127.0.0.1:5000 (6572/20480)
[Cliente] Bloco 15705 recebido de 127.0.0.1:5000 (6573/20480)
[Cliente] Bloco 19032 recebido de 127.0.0.1:5000 (6574/20480)
[Cliente] Bloco 112 recebido de 127.0.0.1:5000 (6575/20480)
[Cliente] Bloco 14794 recebido de 127.0.0.1:5000 (6576/20480)
[Cliente] Bloco 5465 recebido de 127.0.0.1:5000 (6577/20480)
[Cliente] Bloco 11930 recebido de 127.0.0.1:5000 (6578/20480)
[Cliente] Bloco 9455 recebido de 127.0.0.1:5000 (6579/20480)
[Cliente] Bloco 19652 recebido de 127.0.0.1:5000 (6580/20480)
[Cliente] Bloco 10236 recebido de 127.0.0.1:5000 (6581/20480)
[Cliente] Bloco 5470 recebido de 127.0.0.1:5000 (6582/20480)
[Cliente] Bloco 29 recebido de 127.0.0.1:5000 (6583/20480)
[Cliente] Bloco 2445 recebido de 127.0.0.1:5000 (6584/20480)
[Cliente] Bloco 1265 recebido de 127.0.0.1:5000 (6585/20480)
[Cliente] Bloco 3580 recebido de 127.0.0.1:5000 (6586/20480)
[Cliente] Bloco 17395 recebido de 127.0.0.1:5000 (6587/20480)
[Cliente] Bloco 7661 recebido de 127.0.0.1:5000 (6588/20480)
[Cliente] Bloco 5373 recebido de 127.0.0.1:5000 (6589/20480)
[Cliente] Bloco 13205 recebido de 127.0.0.1:5000 (6590/20480)
[Cliente] Bloco 17846 recebido de 127.0.0.1:5000 (6591/20480)
[Cliente] Bloco 5104 recebido de 127.0.0.1:5000 (6592/20480)
[Cliente] Bloco 14739 recebido de 127.0.0.1:5000 (6593/20480)
[Cliente] Bloco 6669 recebido de 127.0.0.1:5000 (6594/20480)
[Cliente] Bloco 18356 recebido de 127.0.0.1:5000 (6595/20480)
[Cliente] Bloco 9166 recebido de 127.0.0.1:5000 (6596/20480)
[Cliente] Bloco 453 recebido de 127.0.0.1:5000 (6597/20480)
[Cliente] Bloco 13142 recebido de 127.0.0.1:5000 (6598/20480)
[Cliente] Bloco 17324 recebido de 127.0.0.1:5000 (6599/20480)
[Cliente] Bloco 8358 recebido de 127.0.0.1:5000 (6600/20480)
[Cliente] Bloco 17473 recebido de 127.0.0.1:5000 (6601/20480)
[Cliente] Bloco 19236 recebido de 127.0.0.1:5000 (6602/20480)
[Cliente] Bloco 17156 recebido de 127.0.0.1:5000 (6603/20480)
[Cliente] Bloco 10516 recebido de 127.0.0.1:5000 (6604/20480)
[Cliente] Bloco 7513 recebido de 127.0.0.1:5000 (6605/20480)
[Cliente] Bloco 8073 recebido de 127.0.0.1:5000 (6606/20480)
[Cliente] Bloco 4883 recebido de 127.0.0.1:5000 (6607/20480)
[Cliente] Bloco 4226 recebido de 127.0.0.1:5000 (6608/20480)
[Cliente] Bloco 3670 recebido de 127.0.0.1:5000 (6609/20480)
[Cliente] Bloco 312 recebido de 127.0.0.1:5000 (6610/20480)
[Cliente] Bloco 20452 recebido de 127.0.0.1:5000 (6611/20480)
[Cliente] Bloco 17279 recebido de 127.0.0.1:5000 (6612/20480)
[Cliente] Bloco 10017 recebido de 127.0.0.1:5000 (6613/20480)
[Cliente] Bloco 8259 recebido de 127.0.0.1:5000 (6614/20480)
[Cliente] Bloco 3895 recebido de 127.0.0.1:5000 (6615/20480)
[Cliente] Bloco 5482 recebido de 127.0.0.1:5000 (6616/20480)
[Cliente] Bloco 18019 recebido de 127.0.0.1:5000 (6617/20480)
[Cliente] Bloco 9639 recebido de 127.0.0.1:5000 (6618/20480)
[Cliente] Bloco 13282 recebido de 127.0.0.1:5000 (6619/20480)
[Cliente] Bloco 14197 recebido de 127.0.0.1:5000 (6620/20480)
[Cliente] Bloco 7086 recebido de 127.0.0.1:5000 (6621/20480)
[Cliente] Bloco 2593 recebido de 127.0.0.1:5000 (6622/20480)
[Cliente] Bloco 3333 recebido de 127.0.0.1:5000 (6623/20480)
[Cliente] Bloco 3159 recebido de 127.0.0.1:5000 (6624/20480)
[Cliente] Bloco 12752 recebido de 127.0.0.1:5000 (6625/20480)
[Cliente] Bloco 5828 recebido de 127.0.0.1:5000 (6626/20480)
[Cliente] Bloco 15935 recebido de 127.0.0.1:5000 (6627/20480)
[Cliente] Bloco 1137 recebido de 127.0.0.1:5000 (6628/20480)
[Cliente] Bloco 1059 recebido de 127.0.0.1:5000 (6629/20480)
[Cliente] Bloco 12138 recebido de 127.0.0.1:5000 (6630/20480)
[Cliente] Bloco 17311 recebido de 127.0.0.1:5000 (6631/20480)
[Cliente] Bloco 18128 recebido de 127.0.0.1:5000 (6632/20480)
[Cliente] Bloco 3994 recebido de 127.0.0.1:5000 (6633/20480)
[Cliente] Bloco 17133 recebido de 127.0.0.1:5000 (6634/20480)
[Cliente] Bloco 16478 recebido de 127.0.0.1:5000 (6635/20480)
[Cliente] Bloco 8543 recebido de 127.0.0.1:5000 (6636/20480)
[Cliente] Bloco 3341 recebido de 127.0.0.1:5000 (6637/20480)
[Cliente] Bloco 7499 recebido de 127.0.0.1:5000 (6638/20480)
[Cliente] Bloco 343 recebido de 127.0.0.1:5000 (6639/20480)
[Cliente] Bloco 10152 recebido de 127.0.0.1:5000 (6640/20480)
[Cliente] Bloco 4670 recebido de 127.0.0.1:5000 (6641/20480)
[Cliente] Bloco 6412 recebido de 127.0.0.1:5000 (6642/20480)
[Cliente] Bloco 7410 recebido de 127.0.0.1:5000 (6643/20480)
[Cliente] Bloco 728 recebido de 127.0.0.1:5000 (6644/20480)
[Cliente] Bloco 9107 recebido de 127.0.0.1:5000 (6645/20480)
[Cliente] Bloco 2279 recebido de 127.0.0.1:5000 (6646/20480)
[Cliente] Bloco 15700 recebido de 127.0.0.1:5000 (6647/20480)
[Cliente] Bloco 15851 recebido de 127.0.0.1:5000 (6648/20480)
[Cliente] Bloco 11266 recebido de 127.0.0.1:5000 (6649/20480)
[Cliente] Bloco 6823 recebido de 127.0.0.1:5000 (6650/20480)
[Cliente] Bloco 15423 recebido de 127.0.0.1:5000 (6651/20480)
[Cliente] Bloco 1829 recebido de 127.0.0.1:5000 (6652/20480)
[Cliente] Bloco 14888 recebido de 127.0.0.1:5000 (6653/20480)
[Cliente] Bloco 19450 recebido de 127.0.0.1:5000 (6654/20480)
[Cliente] Bloco 19888 recebido de 127.0.0.1:5000 (6655/20480)
[Cliente] Bloco 8039 recebido de 127.0.0.1:5000 (6656/20480)
[Cliente] Bloco 4828 recebido de 127.0.0.1:5000 (6657/20480)
[Cliente] Bloco 16095 recebido de 127.0.0.1:5000 (6658/20480)
[Cliente] Bloco 18405 recebido de 127.0.0.1:5000 (6659/20480)
[Cliente] Bloco 8205 recebido de 127.0.0.1:5000 (6660/20480)
[Cliente] Bloco 4476 recebido de 127.0.0.1:5000 (6661/20480)
[Cliente] Bloco 5645 recebido de 127.0.0.1:5000 (6662/20480)
[Cliente] Bloco 7127 recebido de 127.0.0.1:5000 (6663/20480)
[Cliente] Bloco 3794 recebido de 127.0.0.1:5000 (6664/20480)
[Cliente] Bloco 9802 recebido de 127.0.0.1:5000 (6665/20480)
[Cliente] Bloco 6991 recebido de 127.0.0.1:5000 (6666/20480)
[Cliente] Bloco 3154 recebido de 127.0.0.1:5000 (6667/20480)
[Cliente] Bloco 6115 recebido de 127.0.0.1:5000 (6668/20480)
[Cliente] Bloco 15466 recebido de 127.0.0.1:5000 (6669/20480)
[Cliente] Bloco 5849 recebido de 127.0.0.1:5000 (6670/20480)
[Cliente] Bloco 15612 recebido de 127.0.0.1:5000 (6671/20480)
[Cliente] Bloco 14986 recebido de 127.0.0.1:5000 (6672/20480)
[Cliente] Bloco 7857 recebido de 127.0.0.1:5000 (6673/20480)
[Cliente] Bloco 3851 recebido de 127.0.0.1:5000 (6674/20480)
[Cliente] Bloco 1148 recebido de 127.0.0.1:5000 (6675/20480)
[Cliente] Bloco 1279 recebido de 127.0.0.1:5000 (6676/20480)
[Cliente] Bloco 13279 recebido de 127.0.0.1:5000 (6677/20480)
[Cliente] Bloco 19791 recebido de 127.0.0.1:5000 (6678/20480)
[Cliente] Bloco 6479 recebido de 127.0.0.1:5000 (6679/20480)
[Cliente] Bloco 11766 recebido de 127.0.0.1:5000 (6680/20480)
[Cliente] Bloco 11491 recebido de 127.0.0.1:5000 (6681/20480)
[Cliente] Bloco 15189 recebido de 127.0.0.1:5000 (6682/20480)
[Cliente] Bloco 16790 recebido de 127.0.0.1:5000 (6683/20480)
[Cliente] Bloco 16701 recebido de 127.0.0.1:5000 (6684/20480)
[Cliente] Bloco 32 recebido de 127.0.0.1:5000 (6685/20480)
[Cliente] Bloco 5882 recebido de 127.0.0.1:5000 (6686/20480)
[Cliente] Bloco 1493 recebido de 127.0.0.1:5000 (6687/20480)
[Cliente] Bloco 11968 recebido de 127.0.0.1:5000 (6688/20480)
[Cliente] Bloco 19634 recebido de 127.0.0.1:5000 (6689/20480)
[Cliente] Bloco 18021 recebido de 127.0.0.1:5000 (6690/20480)
[Cliente] Bloco 15012 recebido de 127.0.0.1:5000 (6691/20480)
[Cliente] Bloco 14138 recebido de 127.0.0.1:5000 (6692/20480)
[Cliente] Bloco 3450 recebido de 127.0.0.1:5000 (6693/20480)
[Cliente] Bloco 3582 recebido de 127.0.0.1:5000 (6694/20480)
[Cliente] Bloco 14565 recebido de 127.0.0.1:5000 (6695/20480)
[Cliente] Bloco 4315 recebido de 127.0.0.1:5000 (6696/20480)
[Cliente] Bloco 885 recebido de 127.0.0.1:5000 (6697/20480)
[Cliente] Bloco 9594 recebido de 127.0.0.1:5000 (6698/20480)
[Cliente] Bloco 17404 recebido de 127.0.0.1:5000 (6699/20480)
[Cliente] Bloco 15644 recebido de 127.0.0.1:5000 (6700/20480)
[Cliente] Bloco 16502 recebido de 127.0.0.1:5000 (6701/20480)
[Cliente] Bloco 15499 recebido de 127.0.0.1:5000 (6702/20480)
[Cliente] Bloco 1011 recebido de 127.0.0.1:5000 (6703/20480)
[Cliente] Bloco 6068 recebido de 127.0.0.1:5000 (6704/20480)
[Cliente] Bloco 2199 recebido de 127.0.0.1:5000 (6705/20480)
[Cliente] Bloco 9537 recebido de 127.0.0.1:5000 (6706/20480)
[Cliente] Bloco 201 recebido de 127.0.0.1:5000 (6707/20480)
[Cliente] Bloco 15134 recebido de 127.0.0.1:5000 (6708/20480)
[Cliente] Bloco 15754 recebido de 127.0.0.1:5000 (6709/20480)
[Cliente] Bloco 1213 recebido de 127.0.0.1:5000 (6710/20480)
[Cliente] Bloco 10584 recebido de 127.0.0.1:5000 (6711/20480)
[Cliente] Bloco 6172 recebido de 127.0.0.1:5000 (6712/20480)
[Cliente] Bloco 2319 recebido de 127.0.0.1:5000 (6713/20480)
[Cliente] Bloco 14296 recebido de 127.0.0.1:5000 (6714/20480)
[Cliente] Bloco 3567 recebido de 127.0.0.1:5000 (6715/20480)
[Cliente] Bloco 9243 recebido de 127.0.0.1:5000 (6716/20480)
[Cliente] Bloco 5564 recebido de 127.0.0.1:5000 (6717/20480)
[Cliente] Bloco 4217 recebido de 127.0.0.1:5000 (6718/20480)
[Cliente] Bloco 13732 recebido de 127.0.0.1:5000 (6719/20480)
[Cliente] Bloco 6317 recebido de 127.0.0.1:5000 (6720/20480)
[Cliente] Bloco 87 recebido de 127.0.0.1:5000 (6721/20480)
[Cliente] Bloco 19326 recebido de 127.0.0.1:5000 (6722/20480)
[Cliente] Bloco 11939 recebido de 127.0.0.1:5000 (6723/20480)
[Cliente] Bloco 16900 recebido de 127.0.0.1:5000 (6724/20480)
[Cliente] Bloco 18289 recebido de 127.0.0.1:5000 (6725/20480)
[Cliente] Bloco 17935 recebido de 127.0.0.1:5000 (6726/20480)
[Cliente] Bloco 13397 recebido de 127.0.0.1:5000 (6727/20480)
[Cliente] Bloco 19024 recebido de 127.0.0.1:5000 (6728/20480)
[Cliente] Bloco 2088 recebido de 127.0.0.1:5000 (6729/20480)
[Cliente] Bloco 14150 recebido de 127.0.0.1:5000 (6730/20480)
[Cliente] Bloco 5132 recebido de 127.0.0.1:5000 (6731/20480)
[Cliente] Bloco 6387 recebido de 127.0.0.1:5000 (6732/20480)
[Cliente] Bloco 5428 recebido de 127.0.0.1:5000 (6733/20480)
[Cliente] Bloco 18330 recebido de 127.0.0.1:5000 (6734/20480)
[Cliente] Bloco 12841 recebido de 127.0.0.1:5000 (6735/20480)
[Cliente] Bloco 6714 recebido de 127.0.0.1:5000 (6736/20480)
[Cliente] Bloco 2655 recebido de 127.0.0.1:5000 (6737/20480)
[Cliente] Bloco 14802 recebido de 127.0.0.1:5000 (6738/20480)
[Cliente] Bloco 16933 recebido de 127.0.0.1:5000 (6739/20480)
[Cliente] Bloco 9699 recebido de 127.0.0.1:5000 (6740/20480)
[Cliente] Bloco 15305 recebido de 127.0.0.1:5000 (6741/20480)
[Cliente] Bloco 13470 recebido de 127.0.0.1:5000 (6742/20480)
[Cliente] Bloco 10892 recebido de 127.0.0.1:5000 (6743/20480)
[Cliente] Bloco 1989 recebido de 127.0.0.1:5000 (6744/20480)
[Cliente] Bloco 18156 recebido de 127.0.0.1:5000 (6745/20480)
[Cliente] Bloco 4170 recebido de 127.0.0.1:5000 (6746/20480)
[Cliente] Bloco 1047 recebido de 127.0.0.1:5000 (6747/20480)
[Cliente] Bloco 3939 recebido de 127.0.0.1:5000 (6748/20480)
[Cliente] Bloco 20334 recebido de 127.0.0.1:5000 (6749/20480)
[Cliente] Bloco 13396 recebido de 127.0.0.1:5000 (6750/20480)
[Cliente] Bloco 11185 recebido de 127.0.0.1:5000 (6751/20480)
[Cliente] Bloco 10836 recebido de 127.0.0.1:5000 (6752/20480)
[Cliente] Bloco 12151 recebido de 127.0.0.1:5000 (6753/20480)
[Cliente] Bloco 5244 recebido de 127.0.0.1:5000 (6754/20480)
[Cliente] Bloco 5120 recebido de 127.0.0.1:5000 (6755/20480)
[Cliente] Bloco 16073 recebido de 127.0.0.1:5000 (6756/20480)
[Cliente] Bloco 19994 recebido de 127.0.0.1:5000 (6757/20480)
[Cliente] Bloco 1772 recebido de 127.0.0.1:5000 (6758/20480)
[Cliente] Bloco 19220 recebido de 127.0.0.1:5000 (6759/20480)
[Cliente] Bloco 12245 recebido de 127.0.0.1:5000 (6760/20480)
[Cliente] Bloco 7602 recebido de 127.0.0.1:5000 (6761/20480)
[Cliente] Bloco 160 recebido de 127.0.0.1:5000 (6762/20480)
[Cliente] Bloco 5562 recebido de 127.0.0.1:5000 (6763/20480)
[Cliente] Bloco 2198 recebido de 127.0.0.1:5000 (6764/20480)
[Cliente] Bloco 616 recebido de 127.0.0.1:5000 (6765/20480)
[Cliente] Bloco 14419 recebido de 127.0.0.1:5000 (6766/20480)
[Cliente] Bloco 10567 recebido de 127.0.0.1:5000 (6767/20480)
[Cliente] Bloco 14790 recebido de 127.0.0.1:5000 (6768/20480)
[Cliente] Bloco 10281 recebido de 127.0.0.1:5000 (6769/20480)
[Cliente] Bloco 14926 recebido de 127.0.0.1:5000 (6770/20480)
[Cliente] Bloco 15545 recebido de 127.0.0.1:5000 (6771/20480)
[Cliente] Bloco 10838 recebido de 127.0.0.1:5000 (6772/20480)
[Cliente] Bloco 19385 recebido de 127.0.0.1:5000 (6773/20480)
[Cliente] Bloco 11441 recebido de 127.0.0.1:5000 (6774/20480)
[Cliente] Bloco 20054 recebido de 127.0.0.1:5000 (6775/20480)
[Cliente] Bloco 793 recebido de 127.0.0.1:5000 (6776/20480)
[Cliente] Bloco 9033 recebido de 127.0.0.1:5000 (6777/20480)
[Cliente] Bloco 17632 recebido de 127.0.0.1:5000 (6778/20480)
[Cliente] Bloco 14134 recebido de 127.0.0.1:5000 (6779/20480)
[Cliente] Bloco 10364 recebido de 127.0.0.1:5000 (6780/20480)
[Cliente] Bloco 20056 recebido de 127.0.0.1:5000 (6781/20480)
[Cliente] Bloco 1043 recebido de 127.0.0.1:5000 (6782/20480)
[Cliente] Bloco 13058 recebido de 127.0.0.1:5000 (6783/20480)
[Cliente] Bloco 15540 recebido de 127.0.0.1:5000 (6784/20480)
[Cliente] Bloco 8538 recebido de 127.0.0.1:5000 (6785/20480)
[Cliente] Bloco 7967 recebido de 127.0.0.1:5000 (6786/20480)
[Cliente] Bloco 13128 recebido de 127.0.0.1:5000 (6787/20480)
[Cliente] Bloco 445 recebido de 127.0.0.1:5000 (6788/20480)
[Cliente] Bloco 18329 recebido de 127.0.0.1:5000 (6789/20480)
[Cliente] Bloco 2666 recebido de 127.0.0.1:5000 (6790/20480)
[Cliente] Bloco 12055 recebido de 127.0.0.1:5000 (6791/20480)
[Cliente] Bloco 9777 recebido de 127.0.0.1:5000 (6792/20480)
[Cliente] Bloco 15031 recebido de 127.0.0.1:5000 (6793/20480)
[Cliente] Bloco 10352 recebido de 127.0.0.1:5000 (6794/20480)
[Cliente] Bloco 372 recebido de 127.0.0.1:5000 (6795/20480)
[Cliente] Bloco 1382 recebido de 127.0.0.1:5000 (6796/20480)
[Cliente] Bloco 2123 recebido de 127.0.0.1:5000 (6797/20480)
[Cliente] Bloco 19198 recebido de 127.0.0.1:5000 (6798/20480)
[Cliente] Bloco 18312 recebido de 127.0.0.1:5000 (6799/20480)
[Cliente] Bloco 16160 recebido de 127.0.0.1:5000 (6800/20480)
[Cliente] Bloco 557 recebido de 127.0.0.1:5000 (6801/20480)
[Cliente] Bloco 16098 recebido de 127.0.0.1:5000 (6802/20480)
[Cliente] Bloco 12616 recebido de 127.0.0.1:5000 (6803/20480)
[Cliente] Bloco 3570 recebido de 127.0.0.1:5000 (6804/20480)
[Cliente] Bloco 6648 recebido de 127.0.0.1:5000 (6805/20480)
[Cliente] Bloco 3835 recebido de 127.0.0.1:5000 (6806/20480)
[Cliente] Bloco 3708 recebido de 127.0.0.1:5000 (6807/20480)
[Cliente] Bloco 18316 recebido de 127.0.0.1:5000 (6808/20480)
[Cliente] Bloco 10818 recebido de 127.0.0.1:5000 (6809/20480)
[Cliente] Bloco 17737 recebido de 127.0.0.1:5000 (6810/20480)
[Cliente] Bloco 3139 recebido de 127.0.0.1:5000 (6811/20480)
[Cliente] Bloco 12103 recebido de 127.0.0.1:5000 (6812/20480)
[Cliente] Bloco 10508 recebido de 127.0.0.1:5000 (6813/20480)
[Cliente] Bloco 2423 recebido de 127.0.0.1:5000 (6814/20480)
[Cliente] Bloco 6686 recebido de 127.0.0.1:5000 (6815/20480)
[Cliente] Bloco 12822 recebido de 127.0.0.1:5000 (6816/20480)
[Cliente] Bloco 1378 recebido de 127.0.0.1:5000 (6817/20480)
[Cliente] Bloco 5663 recebido de 127.0.0.1:5000 (6818/20480)
[Cliente] Bloco 6030 recebido de 127.0.0.1:5000 (6819/20480)
[Cliente] Bloco 16413 recebido de 127.0.0.1:5000 (6820/20480)
[Cliente] Bloco 1644 recebido de 127.0.0.1:5000 (6821/20480)
[Cliente] Bloco 1354 recebido de 127.0.0.1:5000 (6822/20480)
[Cliente] Bloco 4696 recebido de 127.0.0.1:5000 (6823/20480)
[Cliente] Bloco 16737 recebido de 127.0.0.1:5000 (6824/20480)
[Cliente] Bloco 1910 recebido de 127.0.0.1:5000 (6825/20480)
[Cliente] Bloco 7783 recebido de 127.0.0.1:5000 (6826/20480)
[Cliente] Bloco 13440 recebido de 127.0.0.1:5000 (6827/20480)
[Cliente] Bloco 9755 recebido de 127.0.0.1:5000 (6828/20480)
[Cliente] Bloco 20176 recebido de 127.0.0.1:5000 (6829/20480)
[Cliente] Bloco 16174 recebido de 127.0.0.1:5000 (6830/20480)
[Cliente] Bloco 15162 recebido de 127.0.0.1:5000 (6831/20480)
[Cliente] Bloco 17816 recebido de 127.0.0.1:5000 (6832/20480)
[Cliente] Bloco 16102 recebido de 127.0.0.1:5000 (6833/20480)
[Cliente] Bloco 9729 recebido de 127.0.0.1:5000 (6834/20480)
[Cliente] Bloco 16984 recebido de 127.0.0.1:5000 (6835/20480)
[Cliente] Bloco 6647 recebido de 127.0.0.1:5000 (6836/20480)
[Cliente] Bloco 11762 recebido de 127.0.0.1:5000 (6837/20480)
[Cliente] Bloco 18608 recebido de 127.0.0.1:5000 (6838/20480)
[Cliente] Bloco 12986 recebido de 127.0.0.1:5000 (6839/20480)
[Cliente] Bloco 3813 recebido de 127.0.0.1:5000 (6840/20480)
[Cliente] Bloco 7887 recebido de 127.0.0.1:5000 (6841/20480)
[Cliente] Bloco 1891 recebido de 127.0.0.1:5000 (6842/20480)
[Cliente] Bloco 3345 recebido de 127.0.0.1:5000 (6843/20480)
[Cliente] Bloco 8432 recebido de 127.0.0.1:5000 (6844/20480)
[Cliente] Bloco 7792 recebido de 127.0.0.1:5000 (6845/20480)
[Cliente] Bloco 6103 recebido de 127.0.0.1:5000 (6846/20480)
[Cliente] Bloco 9529 recebido de 127.0.0.1:5000 (6847/20480)
[Cliente] Bloco 14010 recebido de 127.0.0.1:5000 (6848/20480)
[Cliente] Bloco 16303 recebido de 127.0.0.1:5000 (6849/20480)
[Cliente] Bloco 20231 recebido de 127.0.0.1:5000 (6850/20480)
[Cliente] Bloco 15825 recebido de 127.0.0.1:5000 (6851/20480)
[Cliente] Bloco 754 recebido de 127.0.0.1:5000 (6852/20480)
[Cliente] Bloco 16891 recebido de 127.0.0.1:5000 (6853/20480)
[Cliente] Bloco 11615 recebido de 127.0.0.1:5000 (6854/20480)
[Cliente] Bloco 9615 recebido de 127.0.0.1:5000 (6855/20480)
[Cliente] Bloco 11469 recebido de 127.0.0.1:5000 (6856/20480)
[Cliente] Bloco 19867 recebido de 127.0.0.1:5000 (6857/20480)
[Cliente] Bloco 1622 recebido de 127.0.0.1:5000 (6858/20480)
[Cliente] Bloco 7694 recebido de 127.0.0.1:5000 (6859/20480)
[Cliente] Bloco 14117 recebido de 127.0.0.1:5000 (6860/20480)
[Cliente] Bloco 11805 recebido de 127.0.0.1:5000 (6861/20480)
[Cliente] Bloco 1594 recebido de 127.0.0.1:5000 (6862/20480)
[Cliente] Bloco 14889 recebido de 127.0.0.1:5000 (6863/20480)
[Cliente] Bloco 20013 recebido de 127.0.0.1:5000 (6864/20480)
[Cliente] Bloco 13952 recebido de 127.0.0.1:5000 (6865/20480)
[Cliente] Bloco 8703 recebido de 127.0.0.1:5000 (6866/20480)
[Cliente] Bloco 17907 recebido de 127.0.0.1:5000 (6867/20480)
[Cliente] Bloco 6136 recebido de 127.0.0.1:5000 (6868/20480)
[Cliente] Bloco 12149 recebido de 127.0.0.1:5000 (6869/20480)
[Cliente] Bloco 17429 recebido de 127.0.0.1:5000 (6870/20480)
[Cliente] Bloco 18323 recebido de 127.0.0.1:5000 (6871/20480)
[Cliente] Bloco 7801 recebido de 127.0.0.1:5000 (6872/20480)
[Cliente] Bloco 11227 recebido de 127.0.0.1:5000 (6873/20480)
[Cliente] Bloco 130 recebido de 127.0.0.1:5000 (6874/20480)
[Cliente] Bloco 14486 recebido de 127.0.0.1:5000 (6875/20480)
[Cliente] Bloco 1227 recebido de 127.0.0.1:5000 (6876/20480)
[Cliente] Bloco 17646 recebido de 127.0.0.1:5000 (6877/20480)
[Cliente] Bloco 17663 recebido de 127.0.0.1:5000 (6878/20480)
[Cliente] Bloco 8590 recebido de 127.0.0.1:5000 (6879/20480)
[Cliente] Bloco 15229 recebido de 127.0.0.1:5000 (6880/20480)
[Cliente] Bloco 11240 recebido de 127.0.0.1:5000 (6881/20480)
[Cliente] Bloco 15394 recebido de 127.0.0.1:5000 (6882/20480)
[Cliente] Bloco 2156 recebido de 127.0.0.1:5000 (6883/20480)
[Cliente] Bloco 3699 recebido de 127.0.0.1:5000 (6884/20480)
[Cliente] Bloco 20424 recebido de 127.0.0.1:5000 (6885/20480)
[Cliente] Bloco 820 recebido de 127.0.0.1:5000 (6886/20480)
[Cliente] Bloco 1629 recebido de 127.0.0.1:5000 (6887/20480)
[Cliente] Bloco 13568 recebido de 127.0.0.1:5000 (6888/20480)
[Cliente] Bloco 20032 recebido de 127.0.0.1:5000 (6889/20480)
[Cliente] Bloco 15484 recebido de 127.0.0.1:5000 (6890/20480)
[Cliente] Bloco 13075 recebido de 127.0.0.1:5000 (6891/20480)
[Cliente] Bloco 2278 recebido de 127.0.0.1:5000 (6892/20480)
[Cliente] Bloco 20216 recebido de 127.0.0.1:5000 (6893/20480)
[Cliente] Bloco 16321 recebido de 127.0.0.1:5000 (6894/20480)
[Cliente] Bloco 6157 recebido de 127.0.0.1:5000 (6895/20480)
[Cliente] Bloco 17760 recebido de 127.0.0.1:5000 (6896/20480)
[Cliente] Bloco 5337 recebido de 127.0.0.1:5000 (6897/20480)
[Cliente] Bloco 1066 recebido de 127.0.0.1:5000 (6898/20480)
[Cliente] Bloco 11734 recebido de 127.0.0.1:5000 (6899/20480)
[Cliente] Bloco 19071 recebido de 127.0.0.1:5000 (6900/20480)
[Cliente] Bloco 14044 recebido de 127.0.0.1:5000 (6901/20480)
[Cliente] Bloco 5945 recebido de 127.0.0.1:5000 (6902/20480)
[Cliente] Bloco 18320 recebido de 127.0.0.1:5000 (6903/20480)
[Cliente] Bloco 19640 recebido de 127.0.0.1:5000 (6904/20480)
[Cliente] Bloco 11133 recebido de 127.0.0.1:5000 (6905/20480)
[Cliente] Bloco 4738 recebido de 127.0.0.1:5000 (6906/20480)
[Cliente] Bloco 20125 recebido de 127.0.0.1:5000 (6907/20480)
[Cliente] Bloco 7258 recebido de 127.0.0.1:5000 (6908/20480)
[Cliente] Bloco 11345 recebido de 127.0.0.1:5000 (6909/20480)
[Cliente] Bloco 7729 recebido de 127.0.0.1:5000 (6910/20480)
[Cliente] Bloco 10891 recebido de 127.0.0.1:5000 (6911/20480)
[Cliente] Bloco 11451 recebido de 127.0.0.1:5000 (6912/20480)
[Cliente] Bloco 483 recebido de 127.0.0.1:5000 (6913/20480)
[Cliente] Bloco 7072 recebido de 127.0.0.1:5000 (6914/20480)
[Cliente] Bloco 4962 recebido de 127.0.0.1:5000 (6915/20480)
[Cliente] Bloco 2193 recebido de 127.0.0.1:5000 (6916/20480)
[Cliente] Bloco 12266 recebido de 127.0.0.1:5000 (6917/20480)
[Cliente] Bloco 3998 recebido de 127.0.0.1:5000 (6918/20480)
[Cliente] Bloco 8690 recebido de 127.0.0.1:5000 (6919/20480)
[Cliente] Bloco 4984 recebido de 127.0.0.1:5000 (6920/20480)
